region,rank,division,summonerName,win,lose,winRatio,DorF,winRatio_By_100
euw1,GOLD,III,Huts,233,238,0.4947,1,49.47
euw1,GOLD,III,VELkopKOZelDark,161,164,0.4954,2,49.54
euw1,GOLD,III,Creąm,653,663,0.4962,1,49.62
euw1,GOLD,III,Serapatra,61,62,0.4959,2,49.59
euw1,GOLD,III,KT barmon,115,109,0.5134,2,51.339999999999996
euw1,GOLD,III,hasagiidem98,59,51,0.5364,2,53.64
euw1,GOLD,III,i seek failure,9,15,0.375,2,37.5
euw1,GOLD,III,MMM Racknoz,29,30,0.4915,2,49.15
euw1,GOLD,III,ADC Lavinia ,165,171,0.4911,2,49.11
euw1,GOLD,III,cWillie,96,93,0.5079,1,50.79
euw1,GOLD,III,lllIIIlllllIIIll,183,183,0.5,2,50.0
euw1,GOLD,III,zzzusss,182,198,0.4789,2,47.89
euw1,GOLD,III,eRcø,200,205,0.4938,1,49.38
euw1,GOLD,III,guilhas72,139,123,0.5305,2,53.05
euw1,GOLD,III,TheWrathOfWind,18,28,0.3913,2,39.129999999999995
euw1,GOLD,III,OGT T1 Henne,43,38,0.5309,1,53.09
euw1,GOLD,III,LuzzRoOd,114,118,0.4914,1,49.14
euw1,GOLD,III,Sorakas Bangala,504,488,0.5081,2,50.81
euw1,GOLD,III,StopTeemoPls,106,112,0.4862,2,48.620000000000005
euw1,GOLD,III,IlllIlllIlllllll,35,38,0.4795,2,47.949999999999996
euw1,GOLD,III,llllllllOlllllll,41,33,0.5541,2,55.410000000000004
euw1,GOLD,III,OneProudGuy,229,236,0.4925,1,49.25
euw1,GOLD,III,Paviel Rochnyak,392,389,0.5019,2,50.19
euw1,GOLD,III,Zyuq,89,80,0.5266,2,52.66
euw1,GOLD,III,Zed is gey,129,127,0.5039,2,50.39
euw1,GOLD,III,OnlyPlay4KDA,68,75,0.4755,2,47.55
euw1,GOLD,III,ADwantstoCarry,385,401,0.4898,1,48.980000000000004
euw1,GOLD,III,zozoricardo,40,47,0.4598,2,45.98
euw1,GOLD,III,bandar056,238,238,0.5,2,50.0
euw1,GOLD,III,r6d9,192,180,0.5161,2,51.61
euw1,GOLD,III,MÁLCOM X,94,60,0.6104,2,61.040000000000006
euw1,GOLD,III,Klou,50,45,0.5263,2,52.629999999999995
euw1,GOLD,III,47Games,80,69,0.5369,2,53.690000000000005
euw1,GOLD,III,CanFailMyhooks,53,52,0.5048,2,50.480000000000004
euw1,GOLD,III,Lord XAB,347,339,0.5058,2,50.580000000000005
euw1,GOLD,III,ImNotPullingOut,67,68,0.4963,1,49.63
euw1,GOLD,III,Â Lost Wanderer,6,5,0.5455,2,54.55
euw1,GOLD,III,Hybby,312,321,0.4929,2,49.29
euw1,GOLD,III,BlackRe4cher,91,93,0.4946,1,49.46
euw1,GOLD,III,Draxlearnı,62,39,0.6139,2,61.39
euw1,GOLD,III,URKOFREDO05,154,152,0.5033,2,50.33
euw1,GOLD,III,BIindIsDaddy,227,226,0.5011,1,50.11
euw1,GOLD,III,BachD1onosys,274,273,0.5009,2,50.09
euw1,GOLD,III,Legendary Rumble,82,73,0.529,2,52.900000000000006
euw1,GOLD,III,RaúlRaúl,39,35,0.527,2,52.7
euw1,GOLD,III,Lucalix420,20,18,0.5263,1,52.629999999999995
euw1,GOLD,III,xJuS,135,113,0.5444,2,54.44
euw1,GOLD,III,HerrHönig,145,136,0.516,2,51.6
euw1,GOLD,III,JaviXu96,60,68,0.4688,2,46.88
euw1,GOLD,III,Wooflash,140,122,0.5344,2,53.44
euw1,GOLD,III,PepeDemonSlayer,377,347,0.5207,2,52.07000000000001
euw1,GOLD,III,BLK miquelito,47,37,0.5595,2,55.95
euw1,GOLD,III,Yosking,65,50,0.5652,1,56.52
euw1,GOLD,III,ZitouniDZ,51,28,0.6456,2,64.56
euw1,GOLD,III,Avacyn333,177,160,0.5252,1,52.52
euw1,GOLD,III,aleix4444,145,143,0.5035,2,50.349999999999994
euw1,GOLD,III,Doihef,280,271,0.5082,2,50.82
euw1,GOLD,III,TDV Bomba,24,15,0.6154,2,61.53999999999999
euw1,GOLD,III,Misajl,32,31,0.5079,1,50.79
euw1,GOLD,III,Katslice,48,34,0.5854,3,58.540000000000006
euw1,GOLD,III,Poukouniet,49,58,0.4579,2,45.79
euw1,GOLD,III,Mavrickbeast,128,72,0.64,1,64.0
euw1,GOLD,III,IIIlIllllIIIlI,157,138,0.5322,1,53.22
euw1,GOLD,III,ASAPLentediertje,31,41,0.4306,2,43.059999999999995
euw1,GOLD,III,MrPotatoH3ad,61,59,0.5083,2,50.83
euw1,GOLD,III,m4kOnkY,195,184,0.5145,1,51.449999999999996
euw1,GOLD,III,BreitesKreuz412,31,31,0.5,2,50.0
euw1,GOLD,III,LuxLovêr,275,264,0.5102,1,51.019999999999996
euw1,GOLD,III,UnaekTryharder,59,53,0.5268,1,52.68000000000001
euw1,GOLD,III,LetalswordD21,20,11,0.6452,1,64.52
euw1,GOLD,III,9XXXXXXXXX,136,113,0.5462,2,54.620000000000005
euw1,GOLD,III,Tatsùmì,240,220,0.5217,2,52.17
euw1,GOLD,III,Shumoh,118,106,0.5268,2,52.68000000000001
euw1,GOLD,III,Skayis,115,107,0.518,2,51.800000000000004
euw1,GOLD,III,Jhionel Messi,129,145,0.4708,2,47.08
euw1,GOLD,III,titsandbuts,162,166,0.4939,1,49.39
euw1,GOLD,III,3    Chocolate,177,187,0.4863,1,48.63
euw1,GOLD,III,Coca zéro,174,166,0.5118,1,51.18000000000001
euw1,GOLD,III,elmelenas19,193,182,0.5147,2,51.470000000000006
euw1,GOLD,III,MainIsCarryBro,99,120,0.4521,2,45.21
euw1,GOLD,III,Turbo Cigar,32,30,0.5161,2,51.61
euw1,GOLD,III,MaDxSyCo,62,60,0.5082,2,50.82
euw1,GOLD,III,tretunn,285,287,0.4983,2,49.830000000000005
euw1,GOLD,III,skyleo10,415,389,0.5162,1,51.62
euw1,GOLD,III,Hasmalagismo69,30,27,0.5263,1,52.629999999999995
euw1,GOLD,III,Zevrael,44,42,0.5116,1,51.160000000000004
euw1,GOLD,III,SatoraHime,110,96,0.534,1,53.400000000000006
euw1,GOLD,III,Amlugonen,104,89,0.5389,2,53.89000000000001
euw1,GOLD,III,Salty Zeo,22,31,0.4151,1,41.510000000000005
euw1,GOLD,III,Mastér Yi Bot,60,46,0.566,2,56.599999999999994
euw1,GOLD,III,ReekPaTeet,100,127,0.4405,1,44.05
euw1,GOLD,III,Cerevisi,8,10,0.4444,2,44.440000000000005
euw1,GOLD,III,Nıpac,210,191,0.5237,2,52.370000000000005
euw1,GOLD,III,UnlimitedFeeder,95,86,0.5249,1,52.49
euw1,GOLD,III,naf7a,79,63,0.5563,2,55.63
euw1,GOLD,III,AdeLeDz,172,174,0.4971,2,49.71
euw1,GOLD,III,Micheal Myers,209,200,0.511,1,51.1
euw1,GOLD,III,SummonerDax,171,148,0.5361,2,53.61
euw1,GOLD,III,Larcineur,68,60,0.5312,1,53.12
euw1,GOLD,III,Sasµke,26,32,0.4483,1,44.83
euw1,GOLD,III,this is my main1,115,118,0.4936,2,49.36
euw1,GOLD,III,PansyPanda,181,195,0.4814,1,48.14
euw1,GOLD,III,Usynlig Hankat,89,89,0.5,2,50.0
euw1,GOLD,III,Vallkill,139,138,0.5018,2,50.18
euw1,GOLD,III,SWADRIF,77,55,0.5833,2,58.330000000000005
euw1,GOLD,III,Forsakeη Loηer,28,32,0.4667,2,46.67
euw1,GOLD,III,Chronakles,550,533,0.5078,2,50.78
euw1,GOLD,III,PapuAlex,62,50,0.5536,2,55.36
euw1,GOLD,III,AnaCorp94,97,82,0.5419,2,54.190000000000005
euw1,GOLD,III,nvantu,155,159,0.4936,2,49.36
euw1,GOLD,III,FÖR HELVETE,170,155,0.5231,2,52.31
euw1,GOLD,III,KatAK47,273,246,0.526,2,52.6
euw1,GOLD,III,verquerr,168,147,0.5333,1,53.33
euw1,GOLD,III,Servusbouschi2,63,55,0.5339,2,53.39
euw1,GOLD,III,Witchikori,138,137,0.5018,1,50.18
euw1,GOLD,III,Draven player0,41,38,0.519,2,51.9
euw1,GOLD,III,BLM Per,164,151,0.5206,2,52.059999999999995
euw1,GOLD,III,Juaat,169,168,0.5015,2,50.14999999999999
euw1,GOLD,III,xKüchenzeile,77,69,0.5274,2,52.739999999999995
euw1,GOLD,III,QuranTime,346,352,0.4957,2,49.57
euw1,GOLD,III,DeodatLawson2,68,65,0.5113,1,51.129999999999995
euw1,GOLD,III,u zac kog,11,10,0.5238,2,52.38
euw1,GOLD,III,simaju,77,56,0.5789,1,57.89
euw1,GOLD,III,Mestre Xiau Lin,237,217,0.522,1,52.2
euw1,GOLD,III,Uukuku,413,413,0.5,2,50.0
euw1,GOLD,III,RPOXI,61,57,0.5169,2,51.690000000000005
euw1,GOLD,III,gooldiche TNT,60,62,0.4918,2,49.18
euw1,GOLD,III,SΔVΔGΞ,318,317,0.5008,1,50.080000000000005
euw1,GOLD,III,Squierel,40,35,0.5333,2,53.33
euw1,GOLD,III,Lil Gusize,452,441,0.5062,1,50.62
euw1,GOLD,III,Backstabbing,124,148,0.4559,2,45.59
euw1,GOLD,III,EntxJayJ,273,258,0.5141,1,51.41
euw1,GOLD,III,Spinner Smurf,38,34,0.5278,1,52.78
euw1,GOLD,III,lappen was taken,25,21,0.5435,2,54.35
euw1,GOLD,III,amigo do meida,142,137,0.509,1,50.9
euw1,GOLD,III,FbWalter,236,221,0.5164,1,51.64
euw1,GOLD,III,King Rãmmus,70,70,0.5,2,50.0
euw1,GOLD,III,Équalizer,199,187,0.5155,2,51.55
euw1,GOLD,III,AxeDravenAxe,16,15,0.5161,1,51.61
euw1,GOLD,III,Raknør,113,96,0.5407,2,54.06999999999999
euw1,GOLD,III,Contrôleur SNCF,2,9,0.1818,2,18.18
euw1,GOLD,III,BuBullle,111,88,0.5578,1,55.779999999999994
euw1,GOLD,III,III II S 2 3,67,71,0.4855,1,48.55
euw1,GOLD,III,JaviiCarried,46,27,0.6301,1,63.01
euw1,GOLD,III,YøurSugarÐaddy,189,185,0.5053,2,50.529999999999994
euw1,GOLD,III,oojjbbss,95,96,0.4974,1,49.74
euw1,GOLD,III,imperius56,62,52,0.5439,2,54.39000000000001
euw1,GOLD,III,PlaYeer00,208,183,0.532,1,53.2
euw1,GOLD,III,Sisoo,65,68,0.4887,2,48.870000000000005
euw1,GOLD,III,MarKRigick1,42,34,0.5526,2,55.26
euw1,GOLD,III,ediespaghetti,28,27,0.5091,2,50.91
euw1,GOLD,III,Jeyde,197,216,0.477,1,47.699999999999996
euw1,GOLD,III,SimpClimer,342,345,0.4978,2,49.78
euw1,GOLD,III,Meewa Scythes,387,388,0.4994,1,49.94
euw1,GOLD,III,Sloopzz,359,360,0.4993,1,49.93
euw1,GOLD,III,KHANlV0RE,121,111,0.5216,1,52.16
euw1,GOLD,III,AbyssChan,5,5,0.5,1,50.0
euw1,GOLD,III,Humbucker,68,87,0.4387,2,43.87
euw1,GOLD,III,Bái An,131,124,0.5137,1,51.370000000000005
euw1,GOLD,III,FlageIIum Dei,190,184,0.508,2,50.8
euw1,GOLD,III,MirVaisselleTest,62,67,0.4806,2,48.06
euw1,GOLD,III,lioco08,276,268,0.5074,2,50.739999999999995
euw1,GOLD,III,ASAP CARRY,221,217,0.5046,2,50.46000000000001
euw1,GOLD,III,ImFatalis,57,44,0.5644,2,56.44
euw1,GOLD,III,STMG Bobby,19,32,0.3725,2,37.25
euw1,GOLD,III,BÉ FRÉÉ,77,74,0.5099,1,50.99
euw1,GOLD,III,Fizz Sin,12,14,0.4615,2,46.150000000000006
euw1,GOLD,III,MFBB 555,152,120,0.5588,1,55.879999999999995
euw1,GOLD,III,AEC Forev,198,184,0.5183,2,51.83
euw1,GOLD,III,Mattewoow,167,151,0.5252,1,52.52
euw1,GOLD,III,Aurel9922,627,602,0.5102,1,51.019999999999996
euw1,GOLD,III,uwuCarzzyfangirl,214,215,0.4988,2,49.88
euw1,GOLD,III,OzT Bratsky,8,13,0.381,2,38.1
euw1,GOLD,III,akali go skrrt,114,122,0.4831,2,48.309999999999995
euw1,GOLD,III,TSW B4lrog,75,68,0.5245,1,52.449999999999996
euw1,GOLD,III,Grafft,85,85,0.5,2,50.0
euw1,GOLD,III,SonofJeehova,77,64,0.5461,2,54.61
euw1,GOLD,III,Arionbest,348,348,0.5,2,50.0
euw1,GOLD,III,VıNINE SubZero,229,200,0.5338,1,53.38
euw1,GOLD,II,IMREXXAR,228,243,0.4841,2,48.41
euw1,GOLD,II,Mentos49,81,81,0.5,3,50.0
euw1,GOLD,II,Sezerushh,16,12,0.5714,2,57.14
euw1,GOLD,II,ImWanted,352,367,0.4896,2,48.96
euw1,GOLD,II,ninjajon,106,117,0.4753,1,47.53
euw1,GOLD,II,Dogníp,79,64,0.5524,1,55.24
euw1,GOLD,II,DrilleNissen,92,99,0.4817,2,48.17
euw1,GOLD,II,Arimá,148,141,0.5121,1,51.21
euw1,GOLD,II,Stworza,13,24,0.3514,1,35.14
euw1,GOLD,II,Acid Lover,106,109,0.493,2,49.3
euw1,GOLD,II,Wickly,827,799,0.5086,2,50.86000000000001
euw1,GOLD,II,Gutnac QQ,178,192,0.4811,1,48.11
euw1,GOLD,II,Wavry,152,140,0.5205,2,52.05
euw1,GOLD,II,Maggan,5,11,0.3125,2,31.25
euw1,GOLD,II,Sëii,13,29,0.3095,2,30.95
euw1,GOLD,II,Zero Motivation,100,98,0.5051,2,50.51
euw1,GOLD,II,S3vTV,343,332,0.5081,2,50.81
euw1,GOLD,II,Suck My Ekko,442,446,0.4977,1,49.769999999999996
euw1,GOLD,II,Roeslin,229,214,0.5169,1,51.690000000000005
euw1,GOLD,II,JIMOXIAOCAOMEI,124,88,0.5849,2,58.489999999999995
euw1,GOLD,II,Rebel Tobi,74,60,0.5522,2,55.22
euw1,GOLD,II,wargonix,189,177,0.5164,2,51.64
euw1,GOLD,II,AirdanyG,17,17,0.5,1,50.0
euw1,GOLD,II,FeelsGoodToFeed,10,9,0.5263,2,52.629999999999995
euw1,GOLD,II,Ezarys,73,70,0.5105,2,51.05
euw1,GOLD,II,Botlane34,94,84,0.5281,2,52.81
euw1,GOLD,II,ninja on pyjama,83,77,0.5188,1,51.88
euw1,GOLD,II,Solo1vWorld,27,25,0.5192,1,51.92
euw1,GOLD,II,cocol4sticot,153,149,0.5066,2,50.660000000000004
euw1,GOLD,II,Mad Furry King,98,73,0.5731,2,57.31
euw1,GOLD,II,Xelajin,56,49,0.5333,1,53.33
euw1,GOLD,II,Eogyse,11,8,0.5789,1,57.89
euw1,GOLD,II,obzii,75,62,0.5474,2,54.74
euw1,GOLD,II,Pasdeboldutout,114,97,0.5403,1,54.03
euw1,GOLD,II,Yung Nade,62,62,0.5,1,50.0
euw1,GOLD,II,VitoBandito77,35,35,0.5,2,50.0
euw1,GOLD,II,D3nsetsu,406,406,0.5,2,50.0
euw1,GOLD,II,Sersocker8,114,104,0.5229,2,52.290000000000006
euw1,GOLD,II,lets smile,74,72,0.5068,2,50.68
euw1,GOLD,II,Blade of Wuju,11,8,0.5789,2,57.89
euw1,GOLD,II,Zyperstime,45,38,0.5422,2,54.22
euw1,GOLD,II,je KaRy32,302,265,0.5326,2,53.26
euw1,GOLD,II,Marryy,320,295,0.5203,2,52.03
euw1,GOLD,II,Dàzài,49,33,0.5976,2,59.760000000000005
euw1,GOLD,II,RAT IRLLLL,22,24,0.4783,2,47.83
euw1,GOLD,II,DerDomeNA,35,24,0.5932,3,59.31999999999999
euw1,GOLD,II,Wahliam,54,45,0.5455,1,54.55
euw1,GOLD,II,K1TTY,6,8,0.4286,2,42.86
euw1,GOLD,II,NYasuo,47,39,0.5465,1,54.65
euw1,GOLD,II,IamJakk,250,243,0.5071,2,50.71
euw1,GOLD,II,SionsWaraxe,118,98,0.5463,2,54.63
euw1,GOLD,II,TuureLuur,124,119,0.5103,2,51.03
euw1,GOLD,II,icemanCDMT,123,107,0.5348,2,53.480000000000004
euw1,GOLD,II,Cilcilkiller,35,25,0.5833,1,58.330000000000005
euw1,GOLD,II,  reigeon,57,48,0.5429,2,54.290000000000006
euw1,GOLD,II,VexedShdow,27,20,0.5745,2,57.45
euw1,GOLD,II,SheSaltyAsTheSea,18,10,0.6429,2,64.29
euw1,GOLD,II,Faké Taxi Driver,26,19,0.5778,2,57.78
euw1,GOLD,II,YujiroG,83,75,0.5253,2,52.53
euw1,GOLD,II,śhu v2,82,63,0.5655,2,56.55
euw1,GOLD,II,Sethiy,52,36,0.5909,2,59.089999999999996
euw1,GOLD,II,Xineko,93,83,0.5284,1,52.839999999999996
euw1,GOLD,II,CrisGuerrero11,168,151,0.5266,2,52.66
euw1,GOLD,II,Lizzo,52,43,0.5474,2,54.74
euw1,GOLD,II,Grasder,29,23,0.5577,2,55.769999999999996
euw1,GOLD,II,Tixkster,387,356,0.5209,3,52.09
euw1,GOLD,II,Davıd Budd,56,41,0.5773,1,57.730000000000004
euw1,GOLD,II,3cn3xaM,263,224,0.54,1,54.0
euw1,GOLD,II,MAKSKEKW,67,52,0.563,2,56.3
euw1,GOLD,II,Herdraon,190,184,0.508,2,50.8
euw1,GOLD,II,pew pew,24,14,0.6316,2,63.160000000000004
euw1,GOLD,II,salmidanach74,79,70,0.5302,2,53.02
euw1,GOLD,II,FoxMenacer,20,9,0.6897,3,68.97
euw1,GOLD,II,The Jumpscare,41,30,0.5775,1,57.75
euw1,GOLD,II,Eizekel,31,34,0.4769,2,47.69
euw1,GOLD,II,DøubÌeH,222,195,0.5324,2,53.239999999999995
euw1,GOLD,II,Depresso Deluxe,99,92,0.5183,2,51.83
euw1,GOLD,II,KaNeKi       0,43,23,0.6515,2,65.14999999999999
euw1,GOLD,II,JottaK,294,280,0.5122,1,51.22
euw1,GOLD,II,DoritoChocolate,34,40,0.4595,2,45.95
euw1,GOLD,II,LL Dak2,878,886,0.4977,2,49.769999999999996
euw1,GOLD,II,LeRoiBaguette,25,28,0.4717,1,47.17
euw1,GOLD,II,M0RTYP0RTY,185,183,0.5027,2,50.27
euw1,GOLD,II,Almsilvi,130,118,0.5242,1,52.42
euw1,GOLD,II,SKT  BrokenBlade,20,16,0.5556,2,55.559999999999995
euw1,GOLD,II,ªCaius Balladª,52,45,0.5361,2,53.61
euw1,GOLD,II,Kata All Lanes,20,25,0.4444,2,44.440000000000005
euw1,GOLD,II,Ni Ma Mei Le,68,56,0.5484,1,54.84
euw1,GOLD,II,Niceteamdude,31,23,0.5741,2,57.410000000000004
euw1,GOLD,II,Pablo99,492,488,0.502,2,50.2
euw1,GOLD,II,Aetos4,280,278,0.5018,2,50.18
euw1,GOLD,II,goldendragoncup,24,13,0.6486,2,64.86
euw1,GOLD,II,OctoIlMagnifico,26,11,0.7027,2,70.27
euw1,GOLD,II,ChuisUnBaton,32,22,0.5926,1,59.260000000000005
euw1,GOLD,II,AthyR,53,48,0.5248,1,52.480000000000004
euw1,GOLD,II,Bønnedicte,62,54,0.5345,1,53.449999999999996
euw1,GOLD,II,PeppiniHello,40,33,0.5479,2,54.790000000000006
euw1,GOLD,II,Harduzki,78,61,0.5612,2,56.120000000000005
euw1,GOLD,II,TheRezzer43,91,83,0.523,2,52.300000000000004
euw1,GOLD,II,ZTH V1,17,11,0.6071,2,60.709999999999994
euw1,GOLD,II,BeStHunTeRIR,57,45,0.5588,2,55.879999999999995
euw1,GOLD,II,Žekken,5,5,0.5,1,50.0
euw1,GOLD,II,Dupp,67,68,0.4963,2,49.63
euw1,GOLD,II,BlueEgypt,114,101,0.5302,1,53.02
euw1,GOLD,II,Chigiru,11,6,0.6471,2,64.71000000000001
euw1,GOLD,II,OmegàPrìme,73,82,0.471,2,47.099999999999994
euw1,GOLD,II,EU Toxicity,97,106,0.4778,1,47.78
euw1,GOLD,II,Khada Jhin 444,128,120,0.5161,1,51.61
euw1,GOLD,II,TWTV KhileLol,509,528,0.4908,2,49.08
euw1,GOLD,II,OTP Ryze n Shine,73,63,0.5368,2,53.68000000000001
euw1,GOLD,II,Auron011,214,189,0.531,2,53.1
euw1,GOLD,II,ShiftToWin,101,105,0.4903,2,49.03
euw1,GOLD,II,Dešreliu Uogiene,180,175,0.507,2,50.7
euw1,GOLD,II,xXRivenXxKi,45,42,0.5172,2,51.72
euw1,GOLD,II,baiona Neskak,63,54,0.5385,1,53.849999999999994
euw1,GOLD,II,HMC Yassuo,62,55,0.5299,2,52.99
euw1,GOLD,II,Zeref so gut,136,118,0.5354,2,53.54
euw1,GOLD,II,Caròtte,22,17,0.5641,2,56.410000000000004
euw1,GOLD,II,Zé Bixo,74,60,0.5522,1,55.22
euw1,GOLD,II,MaxxximoWest,61,61,0.5,1,50.0
euw1,GOLD,II,nachezconqueso,155,118,0.5678,2,56.779999999999994
euw1,GOLD,II,LiL BabeHooks,25,24,0.5102,2,51.019999999999996
euw1,GOLD,II,luistnt,134,132,0.5038,1,50.38
euw1,GOLD,II,theking287363,424,375,0.5307,2,53.06999999999999
euw1,GOLD,II,BIBUBIBUBU,40,39,0.5063,2,50.629999999999995
euw1,GOLD,II,RamenHasFédAkali,56,41,0.5773,2,57.730000000000004
euw1,GOLD,II,Ultra Black hole,119,115,0.5085,1,50.849999999999994
euw1,GOLD,II,WayKeii,51,44,0.5368,1,53.68000000000001
euw1,GOLD,II,Mido Kami Sama,60,62,0.4918,2,49.18
euw1,GOLD,II,TuFuturoNovio,234,225,0.5098,1,50.980000000000004
euw1,GOLD,II,HectorlolYT,108,108,0.5,3,50.0
euw1,GOLD,II,Davidemed,80,72,0.5263,1,52.629999999999995
euw1,GOLD,II,Noxiee,9,13,0.4091,1,40.910000000000004
euw1,GOLD,II,Capra Lord,411,399,0.5074,2,50.739999999999995
euw1,GOLD,II,KoKoNut69,26,25,0.5098,2,50.980000000000004
euw1,GOLD,II,La Grine,576,538,0.5171,1,51.71
euw1,GOLD,II,TheMagister06,278,254,0.5226,1,52.26
euw1,GOLD,II,OnLy R1vên,60,64,0.4839,2,48.39
euw1,GOLD,II, Gín Toxìc ,144,140,0.507,2,50.7
euw1,GOLD,II,KeksDose,71,57,0.5547,1,55.47
euw1,GOLD,II,midtilter,25,16,0.6098,2,60.980000000000004
euw1,GOLD,II,The Crazy Húnter,5,7,0.4167,2,41.67
euw1,GOLD,II,SnowThread,52,44,0.5417,1,54.169999999999995
euw1,GOLD,II,WhackHammer1,133,123,0.5195,1,51.949999999999996
euw1,GOLD,II,PsychoPowerGnu,135,125,0.5192,2,51.92
euw1,GOLD,II,frogpoison,40,30,0.5714,1,57.14
euw1,GOLD,II,υndο,79,61,0.5643,1,56.43
euw1,GOLD,II,BunnyGirIEnjoyer,120,109,0.524,2,52.400000000000006
euw1,GOLD,II,Support HERE,44,39,0.5301,2,53.010000000000005
euw1,GOLD,II,Nic00773,331,331,0.5,1,50.0
euw1,GOLD,II,Gojo Satoru exe,45,46,0.4945,1,49.45
euw1,GOLD,II,The Dr4GonLorD,128,118,0.5203,2,52.03
euw1,GOLD,II,akazirvi,41,32,0.5616,2,56.16
euw1,GOLD,II,Saltqueen2,41,37,0.5256,2,52.559999999999995
euw1,GOLD,II,Rexpert,43,41,0.5119,1,51.190000000000005
euw1,GOLD,II,RhettDuan,58,51,0.5321,1,53.21
euw1,GOLD,II,Mr HeLLorCo,59,42,0.5842,2,58.42
euw1,GOLD,II,SayYouLoveMe666,485,491,0.4969,1,49.69
euw1,GOLD,II,Gernumbli,136,142,0.4892,1,48.92
euw1,GOLD,II,Hìnata Uzumakì,32,32,0.5,2,50.0
euw1,GOLD,II,aspitouf,118,111,0.5153,2,51.53
euw1,GOLD,II,ˆSpaceglider,137,112,0.5502,1,55.02
euw1,GOLD,II,Queen of Dunes,65,54,0.5462,2,54.620000000000005
euw1,GOLD,II,Dragonborn,28,25,0.5283,2,52.83
euw1,GOLD,II,JglHasNoRights,135,115,0.54,1,54.0
euw1,GOLD,II,DeathCallsX,182,177,0.507,2,50.7
euw1,GOLD,II,DeNnY0810,478,462,0.5085,1,50.849999999999994
euw1,GOLD,II,Brughy,248,241,0.5072,2,50.72
euw1,GOLD,II,DarrieTheBest,38,31,0.5507,2,55.06999999999999
euw1,GOLD,II,Çopy Çat,65,70,0.4815,2,48.15
euw1,GOLD,II,kablosabros,45,44,0.5056,2,50.56
euw1,GOLD,II,STI AlexGood,139,133,0.511,2,51.1
euw1,GOLD,II,Clempy,87,60,0.5918,1,59.18
euw1,GOLD,II,Dáddy Jin,35,44,0.443,1,44.3
euw1,GOLD,II,OhNonPasLui2,233,242,0.4905,2,49.05
euw1,GOLD,II,Elise G4yming,56,50,0.5283,1,52.83
euw1,GOLD,II,GOD Tia,31,19,0.62,1,62.0
euw1,GOLD,II,lts Draven II,7,3,0.7,2,70.0
euw1,GOLD,II,davide95,80,67,0.5442,1,54.42
euw1,GOLD,II,AT BALI,39,36,0.52,2,52.0
euw1,GOLD,II,PandaDespotism,187,181,0.5082,2,50.82
euw1,GOLD,II,gangbr0,323,293,0.5244,2,52.44
euw1,GOLD,II,Alwayslnting,123,99,0.5541,1,55.410000000000004
euw1,GOLD,II,JarvanDémission,8,11,0.4211,2,42.11
euw1,GOLD,I,Οtρ,21,17,0.5526,2,55.26
euw1,GOLD,I,T0kki3,219,205,0.5165,1,51.65
euw1,GOLD,I,Morgensol,19,17,0.5278,2,52.78
euw1,GOLD,I,Ellermann,93,105,0.4697,2,46.97
euw1,GOLD,I,Nikkixcool,42,47,0.4719,1,47.19
euw1,GOLD,I,Creamsnegl,57,55,0.5089,2,50.89
euw1,GOLD,I,MoonClouds,13,7,0.65,2,65.0
euw1,GOLD,I,Lykalîa,46,35,0.5679,2,56.79
euw1,GOLD,I,Maroldo,50,39,0.5618,1,56.18
euw1,GOLD,I,Gustav Mark,12,21,0.3636,1,36.36
euw1,GOLD,I,VB Loucxie,59,38,0.6082,2,60.81999999999999
euw1,GOLD,I,Juki,3,7,0.3,2,30.0
euw1,GOLD,I,Captain ıvy,25,33,0.431,2,43.1
euw1,GOLD,I,JKingpk,553,535,0.5083,2,50.83
euw1,GOLD,I,Lee Joo Ho Smurf,19,12,0.6129,2,61.29
euw1,GOLD,I,windows notepad,26,28,0.4815,2,48.15
euw1,GOLD,I,All Izz WELL,124,127,0.494,1,49.4
euw1,GOLD,I,D e s t i n y ˉ,13,9,0.5909,2,59.089999999999996
euw1,GOLD,I,Beäter,63,60,0.5122,2,51.22
euw1,GOLD,I,The Croums,536,496,0.5194,2,51.94
euw1,GOLD,I,Prøphet,116,92,0.5577,2,55.769999999999996
euw1,GOLD,I,Sexify Medusa,79,72,0.5232,2,52.32
euw1,GOLD,I,Lα Tεtαs,116,96,0.5472,1,54.72
euw1,GOLD,I,NAMI YAYAYA AHAH,179,198,0.4748,1,47.48
euw1,GOLD,I,MorrisMaster1,104,82,0.5591,1,55.910000000000004
euw1,GOLD,I,Nicoups V2,13,7,0.65,2,65.0
euw1,GOLD,I,chui pétrologue,59,48,0.5514,2,55.14
euw1,GOLD,I,Garpae,363,371,0.4946,2,49.46
euw1,GOLD,I,Bah Singed Hein,74,83,0.4713,1,47.13
euw1,GOLD,I,Åndãwaÿ,144,140,0.507,2,50.7
euw1,GOLD,I,Snackman69,58,34,0.6304,2,63.04
euw1,GOLD,I,tanaiadam,39,28,0.5821,2,58.209999999999994
euw1,GOLD,I,Gaggo,235,219,0.5176,2,51.76
euw1,GOLD,I,PKP Snow,73,52,0.584,2,58.4
euw1,GOLD,I,BoutFonast,33,22,0.6,1,60.0
euw1,GOLD,I,BackToTheRelease,29,26,0.5273,1,52.73
euw1,GOLD,I,ItsTixel,104,80,0.5652,1,56.52
euw1,GOLD,I,CegarSin,59,73,0.447,2,44.7
